C54357	Diuretic agents reduce the renal clearance of <PRECIPITANT> and add a high risk of <PRECIPITANT> toxicity.
C54611	<LABELDRUG> has been shown to increase the half-life of <PRECIPITANT> .
C54357	Digitalis glycosides : Concomitant administration of <PRECIPITANT> and <LABELDRUG> leads to an approximate 10 % to 20 % increase of <PRECIPITANT> blood levels at some time points .
C54355	"(7.5) Strong <PRECIPITANT> substantially increase <LABELDRUG> exposure and so increase the risk of dyspnea, bleeding, and other adverse events."
C54357	<LABELDRUG> increases serum concentrations of simvastatin and <PRECIPITANT> because these drugs are metabolized by CYP3A4 .
C54357	<LABELDRUG> increases serum concentrations of <PRECIPITANT> and lovastatin because these drugs are metabolized by CYP3A4 .
C54356	Strong <PRECIPITANT> substantially reduce <LABELDRUG> exposure and so decrease the efficacy of <LABELDRUG> .
C54355	"Strong <PRECIPITANT> substantially increase <LABELDRUG> exposure and so increase the risk of dyspnea , bleeding , and other adverse events ."
C54355	"Coadministration of inhibitors of the uptake transporter ( rifampin , <PRECIPITANT> ) or efflux transporter ( ritonavir ) may increase the systemic exposure to <LABELDRUG> ."
C54355	"Coadministration of <PRECIPITANT> ( rifampin , cyclosporine ) or efflux transporter ( ritonavir ) may increase the systemic exposure to <LABELDRUG> ."
C54355	"Coadministration of inhibitors of the uptake transporter ( <PRECIPITANT> , cyclosporine ) or efflux transporter ( ritonavir ) may increase the systemic exposure to <LABELDRUG> ."
C54355	"Coadministration of inhibitors of the uptake transporter ( rifampin , cyclosporine ) or efflux transporter ( <PRECIPITANT> ) may increase the systemic exposure to <LABELDRUG> ."
C54357	"Lithium : Increases in serum <PRECIPITANT> concentrations and <PRECIPITANT> toxicity have been reported during concomitant administration of <PRECIPITANT> with angiotensin II receptor antagonists , including <LABELDRUG> ."
C54357	"Potassium-sparing diuretics, potassium supplements or salt substitutes may lead to increases in serum potassium, and in heart failure patients, increases in serum creatinine (7) NSAID use may lead to increased risk of renal impairment and loss of antihypertensive effect (7) Dual inhibition of the renin-angiotensin system: Increased risk of renal impairment, hypotension, and hyperkalemia (7) Lithium: Increases in serum <PRECIPITANT> concentrations and <PRECIPITANT> toxicity (7) In controlled clinical trials, clinically important changes in standard laboratory parameters were rarely associated with administration of <LABELDRUG>."
C54356	<PRECIPITANT> and Colestipol Resins- Both cholestyramine and colestipol resins have the potential of binding thiazide diuretics and reducing diuretic absorption from the gastrointestinal tract.
C54356	Cholestyramine and Colestipol Resins- Both cholestyramine and <PRECIPITANT> have the potential of binding thiazide diuretics and reducing diuretic absorption from the gastrointestinal tract.
C54357	Diuretic agents reduce the renal clearance of <PRECIPITANT> and add a high risk of <PRECIPITANT> toxicity.
C54357	<PRECIPITANT> generally should not be given with diuretics because they reduce lithium's renal clearance and add a high risk of lithium toxicity.
C54357	"Patients receiving high doses of <PRECIPITANT> concomitantly with <LABELDRUG> , as in rheumatic disease , may experience salicylate toxicity at lower doses because of competitive renal excretory sites ."
C54615	"There is evidence that treatment with <PRECIPITANT> leads to decrease intestinal absorption of <LABELDRUG> , and consequently to lower peak serum <LABELDRUG> concentrations ."
C54357	"Antiarrhythmics : The metabolism of quinidine , procainamide , <PRECIPITANT> can be inhibited by <LABELDRUG> ."
C54357	"Antiarrhythmics : The metabolism of quinidine , <PRECIPITANT> , flecainide can be inhibited by <LABELDRUG> ."
C54357	"Antiarrhythmics : The metabolism of <PRECIPITANT> , procainamide , flecainide can be inhibited by <LABELDRUG> ."
C54357	"<PRECIPITANT> ( CYP3A substrate ) administered in combination with oral <LABELDRUG> has been reported to produce persistently elevated plasma concentrations of cyclosporine resulting in elevated creatinine , despite reduction in dose of cyclosporine ."
C54357	"Cyclosporine ( <PRECIPITANT> ) administered in combination with oral <LABELDRUG> has been reported to produce persistently elevated plasma concentrations of cyclosporine resulting in elevated creatinine , despite reduction in dose of cyclosporine ."
C54357	"<PRECIPITANT> (CYP3A substrate) administered in combination with oral <LABELDRUG> has been reported to produce persistently elevated plasma concentrations of cyclosporine resulting in elevated creatinine, despite reduction in dose of cyclosporine."
C54357	"Cyclosporine (<PRECIPITANT>) administered in combination with oral <LABELDRUG> has been reported to produce persistently elevated plasma concentrations of cyclosporine resulting in elevated creatinine, despite reduction in dose of cyclosporine."
C54357	"Digoxin : In patients receiving <PRECIPITANT> therapy , administration of oral <LABELDRUG> results in an increase in serum <PRECIPITANT> concentration ."
C54355	"During transfer to oral <PRECIPITANT>, reduce the dose levels of previously administered agents by 30 to 50% several days after the addition of oral <PRECIPITANT>."
C54611	Increased steady-state levels of <PRECIPITANT> during concomitant therapy with <LABELDRUG> have been reported.
C54357	"Limit the daily dose of lovastatin to 40 mg. Lower starting and maintenance doses of other CYP3A4 substrates (e.g., <PRECIPITANT>) may be required as <LABELDRUG> may increase the plasma concentration of these drugs."
C54357	"Limit the daily dose of lovastatin to 40 mg. Lower starting and maintenance doses of other <PRECIPITANT> (e.g., atorvastatin) may be required as <LABELDRUG> may increase the plasma concentration of these drugs."
C54357	"Limit the daily dose of <PRECIPITANT> to 40 mg. Lower starting and maintenance doses of other CYP3A4 substrates (e.g., atorvastatin) may be required as <LABELDRUG> may increase the plasma concentration of these drugs."
C54357	"Lower starting and maintenance doses of other CYP3A4 substrates ( e.g. , <PRECIPITANT> ) may be required as <LABELDRUG> may increase the plasma concentration of these drugs ."
C54357	"Lower starting and maintenance doses of other <PRECIPITANT> ( e.g. , atorvastatin ) may be required as <LABELDRUG> may increase the plasma concentration of these drugs ."
C54355	Patients should avoid <PRECIPITANT> beverages while taking <LABELDRUG> because exposure to <LABELDRUG> is significantly increased [see Clinical Pharmacology (12.3)].
C54358	"<LABELDRUG> inhibits peripheral conversion of thyroxine ( T4 ) to <PRECIPITANT> and may cause increased T4 levels , decreased T3 levels , and increased levels of inactive reverse T3 ( rT3 ) in clinically euthyroid patients ."
C54357	"<LABELDRUG> inhibits peripheral conversion of <PRECIPITANT> to triiodothyronine ( T3 ) and may cause increased T4 levels , decreased T3 levels , and increased levels of inactive reverse T3 ( rT3 ) in clinically euthyroid patients ."
C54357	(7.5) <PRECIPITANT>: increased bioavailability of ergotamine.
C54355	<PRECIPITANT> : increased <LABELDRUG> levels ( 7.3 ) .
C54602	Coadministration of <PRECIPITANT> and <LABELDRUG> has been reported to result in increased <LABELDRUG> maximum concentrations by as much as 67 % and AUC by 73 % when administered as a single dose .
C54605	Coadministration of <PRECIPITANT> and <LABELDRUG> has been reported to result in increased <LABELDRUG> maximum concentrations by as much as 67 % and AUC by 73 % when administered as a single dose .
C54357	Oral administration of <LABELDRUG> markedly decreases the first-pass metabolism of <PRECIPITANT> and subsequently increases its oral bioavailability .
C54355	"PDE5 inhibitors: Concomitant use contraindicated (4.1, 7.1) Antihypertensives: Possible additive hypotensive effects (7.2) <PRECIPITANT>: increased <LABELDRUG> levels (7.3) Tissue-type plasminogen activator (t-PA): decreased thrombolytic effect (7.4) Heparin: anticoagulant effect of heparin may be reduced."
C54358	Plasma levels of <PRECIPITANT> are reduced when coadministered with <LABELDRUG> .
C54356	Co-administration of the CYP2C8 enzyme inducer <PRECIPITANT> decreases exposure to <LABELDRUG> .
C54602	Human pharmacokinetic studies with an oral formulation of <LABELDRUG> ( <LABELDRUG> diethanolamine ) indicated that co-administration of the <PRECIPITANT> gemfibrozil increases exposure ( both Cmax and AUC ) to <LABELDRUG> .
C54605	Human pharmacokinetic studies with an oral formulation of <LABELDRUG> ( <LABELDRUG> diethanolamine ) indicated that co-administration of the <PRECIPITANT> gemfibrozil increases exposure ( both Cmax and AUC ) to <LABELDRUG> .
C54602	Human pharmacokinetic studies with an oral formulation of <LABELDRUG> ( <LABELDRUG> diethanolamine ) indicated that co-administration of the cytochrome P450 ( CYP ) 2C8 enzyme inhibitor <PRECIPITANT> increases exposure ( both Cmax and AUC ) to <LABELDRUG> .
C54605	Human pharmacokinetic studies with an oral formulation of <LABELDRUG> ( <LABELDRUG> diethanolamine ) indicated that co-administration of the cytochrome P450 ( CYP ) 2C8 enzyme inhibitor <PRECIPITANT> increases exposure ( both Cmax and AUC ) to <LABELDRUG> .
C54356	"Co-administration of a <PRECIPITANT> ( e.g. , rifampin ) decreases exposure to <LABELDRUG> see Drug Interactions ( 7.5 ) and Clinical Pharmacology ( 12.3 ) ."
C54356	"Co-administration of a CYP2C8 enzyme inducer ( e.g. , <PRECIPITANT> ) decreases exposure to <LABELDRUG> see Drug Interactions ( 7.5 ) and Clinical Pharmacology ( 12.3 ) ."
C54602	"Co-administration of a <PRECIPITANT> ( e.g. , gemfibrozil ) increases exposure ( both Cmax and AUC ) to <LABELDRUG> ."
C54605	"Co-administration of a <PRECIPITANT> ( e.g. , gemfibrozil ) increases exposure ( both Cmax and AUC ) to <LABELDRUG> ."
C54602	"Co-administration of a cytochrome P450 ( CYP ) 2C8 enzyme inhibitor ( e.g. , <PRECIPITANT> ) increases exposure ( both Cmax and AUC ) to <LABELDRUG> ."
C54605	"Co-administration of a cytochrome P450 ( CYP ) 2C8 enzyme inhibitor ( e.g. , <PRECIPITANT> ) increases exposure ( both Cmax and AUC ) to <LABELDRUG> ."
C54355	"Co-administration of a cytochrome P450 ( CYP ) 2C8 enzyme inhibitor ( e.g. , <PRECIPITANT> ) increases exposure ( both Cmax and AUC ) to <LABELDRUG> ."
C54356	"Co-administration of <LABELDRUG> with <PRECIPITANT> ( e.g. , rifampin ) reduces <LABELDRUG> plasma concentrations by 85 % ."
C54356	"Co-administration of <LABELDRUG> with potent CYP 3A inducers ( e.g. , <PRECIPITANT> ) reduces <LABELDRUG> plasma concentrations by 85 % ."
C54355	<PRECIPITANT> 200 mg administered with <LABELDRUG> increased <LABELDRUG> exposure by 5-fold .
C54355	A substantial increase in the exposure to <LABELDRUG> would be expected when <LABELDRUG> is co-administered with <PRECIPITANT>.
C54357	"Co-administration of <PRECIPITANT> and <LABELDRUG> increases the exposure to <PRECIPITANT> and its active metabolite <PRECIPITANT> - hydroxyacid by factors of 1.4 and 1.3 , respectively ."
C54356	Co-administration of <PRECIPITANT> and <LABELDRUG> reduces exposure to <LABELDRUG> by 85 % .
C54355	Co-administration of <LABELDRUG> and <PRECIPITANT> 200 mg daily results in a 5-fold increase in exposure to <LABELDRUG> .
C54355	Co-administration of <LABELDRUG> and <PRECIPITANT> 200mg daily results in a 5-fold increase in exposure to <LABELDRUG>.
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , <PRECIPITANT> , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong <PRECIPITANT> ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , <PRECIPITANT> , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg <PRECIPITANT> daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , ritonavir and <PRECIPITANT> ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , <PRECIPITANT> , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , saquinavir , nelfinavir , <PRECIPITANT> and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , telithromycin , <PRECIPITANT> , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400 mg ketoconazole daily or with other strong CYP 3A inhibitors ( e.g. , clarithromycin , itraconazole , <PRECIPITANT> , saquinavir , nelfinavir , ritonavir and nefazodone ) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure ."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., <PRECIPITANT>, itraconazole, telithromycin, saquinavir, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong <PRECIPITANT> (e.g., clarithromycin, itraconazole, telithromycin, saquinavir, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, <PRECIPITANT>, telithromycin, saquinavir, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg <PRECIPITANT> daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, telithromycin, saquinavir, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, telithromycin, saquinavir, nelfinavir, ritonavir and <PRECIPITANT>) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, telithromycin, saquinavir, <PRECIPITANT>, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, telithromycin, saquinavir, nelfinavir, <PRECIPITANT> and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, telithromycin, <PRECIPITANT>, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54355	"Co-administration of <LABELDRUG> with 400mg ketoconazole daily or with other strong CYP 3A inhibitors (e.g., clarithromycin, itraconazole, <PRECIPITANT>, saquinavir, nelfinavir, ritonavir and nefazodone) at the highest labeled dose would be expected to cause an even greater increase in <LABELDRUG> exposure."
C54610	Co-administration of <LABELDRUG> with <PRECIPITANT> increased <PRECIPITANT> AUC by 20 % and Cmax by 30 % .
C54613	Co-administration of <LABELDRUG> with <PRECIPITANT> increased <PRECIPITANT> AUC by 20 % and Cmax by 30 % .
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, rifabutin, rifapentin, <PRECIPITANT>, phenytoin, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, rifabutin, rifapentin, barbiturates, phenytoin, <PRECIPITANT>, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of <PRECIPITANT> (e.g., rifampin, rifabutin, rifapentin, barbiturates, phenytoin, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, rifabutin, rifapentin, barbiturates, <PRECIPITANT>, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, <PRECIPITANT>, rifapentin, barbiturates, phenytoin, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., <PRECIPITANT>, rifabutin, rifapentin, barbiturates, phenytoin, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, rifabutin, <PRECIPITANT>, barbiturates, phenytoin, carbamazepine, St. John's Wort) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54356	"CYP 3A Inducers Avoid co-administration of CYP 3A inducers (e.g., rifampin, rifabutin, rifapentin, barbiturates, phenytoin, carbamazepine, <PRECIPITANT>) with <LABELDRUG>, as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment."
C54355	"<PRECIPITANT> can lead to a marked increase in <LABELDRUG> concentrations [see Dosage and Administration (2.3), Drug Interactions (7.1)]."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , rifabutin , rifapentin , <PRECIPITANT> , phenytoin , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , rifabutin , rifapentin , barbiturates , phenytoin , <PRECIPITANT> , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of <PRECIPITANT> ( e.g. , rifampin , rifabutin , rifapentin , barbiturates , phenytoin , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , rifabutin , rifapentin , barbiturates , <PRECIPITANT> , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , <PRECIPITANT> , rifapentin , barbiturates , phenytoin , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , <PRECIPITANT> , rifabutin , rifapentin , barbiturates , phenytoin , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , rifabutin , <PRECIPITANT> , barbiturates , phenytoin , carbamazepine , St.   John 's   Wort ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54356	"Avoid co-administration of CYP 3A inducers ( e.g. , rifampin , rifabutin , rifapentin , barbiturates , phenytoin , carbamazepine , <PRECIPITANT> ) with <LABELDRUG> , as this can lead to a reduction in the plasma concentration of <LABELDRUG> and decreased effectiveness of <LABELDRUG> treatment ."
C54358	Furosemide : Oral coadministration of <LABELDRUG> and <PRECIPITANT> reduced exposure to <PRECIPITANT> .
C54355	"When <LABELDRUG> was given with <PRECIPITANT> or itraconazole , the blood concentrations of <LABELDRUG> were significantly increased ."
C54355	"When <LABELDRUG> was given with cyclosporine or <PRECIPITANT> , the blood concentrations of <LABELDRUG> were significantly increased ."
C54607	The administration of <LABELDRUG> concomitantly with a known <PRECIPITANT> ( phenobarbital or phenytoin ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54356	The administration of <LABELDRUG> concomitantly with a known <PRECIPITANT> ( phenobarbital or phenytoin ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54607	The administration of <LABELDRUG> concomitantly with a known microsomal enzyme inducer ( <PRECIPITANT> or phenytoin ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54356	The administration of <LABELDRUG> concomitantly with a known microsomal enzyme inducer ( <PRECIPITANT> or phenytoin ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54607	The administration of <LABELDRUG> concomitantly with a known microsomal enzyme inducer ( phenobarbital or <PRECIPITANT> ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54356	The administration of <LABELDRUG> concomitantly with a known microsomal enzyme inducer ( phenobarbital or <PRECIPITANT> ) to two patients with renal impairment reportedly resulted in significant reductions in elimination half-life and plasma concentration .
C54355	Co-administration of <PRECIPITANT> and <LABELDRUG> resulted in markedly increased plasma concentrations of <LABELDRUG> .
C54358	"An interaction study demonstrated that co-administration of <LABELDRUG> and a <PRECIPITANT> produced average decreases of norethindrone and ethinyl estradiol levels of 14 % and 31 % , respectively ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or <PRECIPITANT> ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , <PRECIPITANT> , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a <PRECIPITANT> ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , <PRECIPITANT> ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , <PRECIPITANT> , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as <PRECIPITANT> or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , <PRECIPITANT> , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , <PRECIPITANT> ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , <PRECIPITANT> , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a strong CYP3A inhibitor ( e.g. , ketoconazole , itraconazole ) or a <PRECIPITANT> ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Concomitant administration of both a CYP2C9 inhibitor ( such as fluconazole or amiodarone ) and a <PRECIPITANT> ( e.g. , ketoconazole , itraconazole ) or a moderate CYP3A inhibitor ( e.g. , amprenavir , erythromycin , fluconazole , diltiazem ) with <LABELDRUG> will likely lead to large increases in plasma concentrations of <LABELDRUG> ."
C54355	"Cytochrome P450: Coadministration of <LABELDRUG> with <PRECIPITANT> and CYP3A can increase exposure to <LABELDRUG> and/or the coadministered drug (4.2, 4.3, 7.1) Hormonal contraceptives: <LABELDRUG> use decreases contraceptive exposure and reduces effectiveness (7.2)."
C54357	"Cytochrome P450: Coadministration of <LABELDRUG> with <PRECIPITANT> and CYP3A can increase exposure to <LABELDRUG> and/or the coadministered drug (4.2, 4.3, 7.1) Hormonal contraceptives: <LABELDRUG> use decreases contraceptive exposure and reduces effectiveness (7.2)."
C54358	"Cytochrome P450: Coadministration of <LABELDRUG> with drugs metabolized by CYP2C9 and CYP3A can increase exposure to <LABELDRUG> and/or the coadministered drug (4.2, 4.3, 7.1) <PRECIPITANT>: <LABELDRUG> use decreases contraceptive exposure and reduces effectiveness (7.2)."
C54358	<PRECIPITANT> : <LABELDRUG> use decreases contraceptive exposure and reduces effectiveness ( 7.2 ) .
C54357	"Lithium: Lithium toxicity has been reported in patients receiving <PRECIPITANT> concomitantly with drugs which cause elimination of sodium, including ACE inhibitors."
C54357	A few cases of <PRECIPITANT> toxicity have been reported in patients receiving concomitant <LABELDRUG> and <PRECIPITANT> and were reversible upon discontinuation of both drugs .
C54356	Combined P-gp and strong <PRECIPITANT> decrease exposure to <LABELDRUG> and may increase the risk of thromboembolic events .
C54355	Combined P-gp and <PRECIPITANT> increase exposure to <LABELDRUG> and may increase the risk of bleeding .
C54355	Concomitant use of drugs that are known combined P-gp and <PRECIPITANT> increases <LABELDRUG> exposure and may increase bleeding risk see Drug Interactions ( 7.2 ) .
